Water Control Zone,Station,Dates,Sample No,Depth,Volatile Suspended Solids mg_L,Unionised Ammonia mg_L,Turbidity NTU,Total Phosphorus mg_L,Total Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Inorganic Nitrogen mg_L,Temperature C,Suspended Solids mg_L,Silica mg_L,Secchi Disc Depth M,Salinity psu,Phaeo-pigments ug_L,pH,Orthophosphate Phosphorus mg_L,Nitrite Nitrogen mg_L,Nitrate Nitrogen mg_L,Faecal Coliforms cfu_100mL,E. coli cfu_100mL,Dissolved Oxygen mg_L,Dissolved Oxygen per_saturation,Chlorophyll-a ug_L,Ammonia Nitrogen mg_L,5-day Biochemical Oxygen Demand mg_L
Southern,SM11,2021-04-07,1,Surface Water,1,0.001,2.7,0.04,0.65,0.51,0.25,24.1,2.2,0.64,3.7,31.8,1.3,7.4,0.011,0.007,0.13,5,<1,4.2,60.0,4.7,0.11,0.9
Southern,SM11,2021-05-05,1,Surface Water,1.4,0.001,3.0,,,,0.4,25.7,7.1,1.2,3.4,29.9,0.3,7.4,0.008,0.037,0.27,1,1,4.3,63.0,2.3,0.095,0.9
Southern,SM11,2021-06-02,1,Surface Water,0.6,<0.001,3.8,,,,0.52,27.5,2.8,1.5,2.5,25.9,1.9,7.5,0.014,0.083,0.38,160,23,4.9,71.0,8.5,0.054,0.6
Southern,SM11,2021-07-14,1,Surface Water,1.5,0.001,3.6,,,,0.22,30.3,3.7,0.1,3.2,27.3,0.3,7.6,<0.002,0.027,0.15,1,1,4.5,70.0,15,0.047,1.9
Southern,SM11,2021-08-06,1,Surface Water,1.2,0.002,4.1,,,,0.26,28.1,2.2,1.6,1.8,30.0,5.2,7.4,0.012,0.024,0.073,90,38,4.6,69.0,22,0.16,3.1
Southern,SM11,2021-09-13,1,Surface Water,1.3,0.003,9.1,,,,0.37,29.0,4.3,1.5,1.7,30.8,4.7,8.0,0.006,0.025,0.29,3,<1,5.8,89.0,12,0.056,1.2
Southern,SM11,2021-10-06,1,Surface Water,1.4,0.005,10.1,,,,0.28,29.5,8.2,0.79,1.6,30.5,3.2,8.0,0.013,0.03,0.15,7,5,5.7,88.0,8.5,0.1,0.6
Southern,SM11,2021-11-04,1,Surface Water,1.4,0.002,9.3,0.09,1.12,1,0.21,26.2,4.5,0.18,1.9,32.9,3,7.7,0.007,0.047,0.07,12,7,5.1,76.0,18,0.09,1.1
Southern,SM11,2021-12-01,1,Surface Water,<0.5,0.001,12.9,0.05,0.89,0.75,0.29,21.8,1.9,0.55,1.4,33.2,1.6,7.4,0.02,0.026,0.11,12,8,6.9,95.0,4.3,0.15,0.7
Southern,SM11,2022-01-21,1,Surface Water,2,0.001,17.9,0.04,0.84,0.69,0.29,19.2,7.4,0.82,1.6,33.5,0.9,7.5,0.023,0.03,0.12,<1,<1,6.2,82.0,1.9,0.14,0.1
Southern,SM11,2022-02-21,1,Surface Water,1.4,<0.001,10.4,0.04,0.44,0.36,0.22,15.1,8.5,0.7,2.1,32.1,0.4,7.4,<0.002,0.017,0.062,51,32,6.1,74.0,2.4,0.14,0.6
Southern,SM11,2022-04-04,1,Surface Water,1.2,0.002,10.9,0.04,0.69,0.57,0.27,20.2,7.5,0.92,2.0,31.3,1,7.7,0.009,0.009,0.11,2,<1,5.9,78.0,1.7,0.15,0.3
Southern,SM11,2022-05-23,1,Surface Water,3.2,0.004,6.9,0.02,0.61,0.21,0.45,25.2,9.8,0.67,2.6,27.6,1.9,8.2,<0.002,0.015,0.38,93,52,5.6,80.0,6.8,0.053,0.9
Southern,SM11,2022-06-15,1,Surface Water,0.9,0.002,7.0,0.04,0.81,0.12,0.76,26.7,2.6,3.5,1.9,20.5,1.1,7.8,<0.002,0.084,0.61,1000,640,5.0,70.0,1.9,0.062,0.2
Southern,SM11,2022-07-07,1,Surface Water,0.7,0.004,7.8,0.04,1.18,0.18,1.1,27.6,1.8,5.7,1.6,17.5,0.5,7.8,<0.002,0.031,0.97,650,230,5.1,72.0,0.8,0.096,1.1
Southern,SM11,2022-08-27,1,Surface Water,2,<0.001,33.8,0.04,0.28,0.15,0.14,28.9,5.2,0.34,1.7,28.4,4.5,7.6,<0.002,0.017,0.11,90,14,5.2,78.0,18,0.017,2.5
Southern,SM11,2022-09-15,1,Surface Water,1.4,0.001,66.9,0.1,0.66,0.49,0.26,29.4,8.1,1.3,1.6,30.8,2.8,7.4,0.008,0.023,0.15,<1,<1,5.0,78.0,6.8,0.083,0.6
Southern,SM11,2022-10-06,1,Surface Water,1,0.003,4.1,0.07,0.36,0.12,0.3,29.2,9.4,1.1,1.6,31.1,5.2,7.9,0.014,0.065,0.17,5,1,7.0,108.0,7.2,0.063,0.6
Southern,SM11,2022-11-21,1,Surface Water,2.1,<0.001,43.6,0.09,0.89,0.75,0.19,25.0,9.5,0.16,1.8,32.6,5.7,7.3,<0.002,0.019,0.12,1,1,8.3,121.0,18,0.049,1.6
Southern,SM11,2022-12-12,1,Surface Water,1.2,<0.001,4.4,0.06,0.95,0.83,0.22,20.3,8.7,0.83,1.7,32.9,0.9,7.5,0.012,0.017,0.099,2,<1,5.9,79.0,1,0.1,<0.1
Southern,SM12,2015-01-08,1,Surface Water,1.2,<0.001,6.2,<0.02,0.47,0.41,0.1,18.0,3.8,0.17,3.0,32.0,<0.2,8.0,0.007,0.006,0.057,43,23,8.2,105.0,6.9,0.038,1.2
Southern,SM12,2015-02-11,1,Surface Water,0.9,0.002,2.5,0.02,0.47,0.36,0.19,16.8,3.7,0.11,3.0,31.6,0.6,7.9,0.006,0.011,0.096,310,170,6.2,77.0,6.4,0.084,0.9
Southern,SM12,2015-03-12,1,Surface Water,1,0.002,3.6,0.03,0.48,0.36,0.22,18.3,3.9,0.56,2.0,32.4,0.9,7.8,0.014,0.009,0.11,84,62,7.2,93.0,1.6,0.1,1.1
Southern,SM12,2015-04-22,1,Surface Water,0.6,0.001,1.8,<0.02,0.24,<0.05,0.23,23.6,1,0.51,2.8,31.8,0.6,7.8,0.003,0.016,0.17,110,33,5.3,75.0,2.6,0.048,0.6
Southern,SM12,2015-05-15,1,Surface Water,1,0.008,2.8,0.03,0.99,0.51,0.55,27.8,1.4,0.1,2.5,25.4,5.7,8.4,0.003,0.059,0.42,12,5,10.2,149.0,24,0.066,2.6
Southern,SM12,2015-06-22,1,Surface Water,1.6,0.003,2.7,<0.02,0.86,0.29,0.59,29.3,3.6,2.4,2.5,18.5,1.1,8.4,0.01,0.023,0.55,110,2,7.1,103.0,8,0.017,2
Southern,SM12,2015-07-02,1,Surface Water,2.2,0.003,3.4,0.07,0.77,0.37,0.43,28.4,4.3,2.1,1.9,24.4,5.8,8.2,0.006,0.036,0.36,32,13,7.6,112.0,19,0.037,2.5
Southern,SM12,2015-08-10,1,Surface Water,1.7,0.002,3.6,0.07,0.52,0.36,0.19,27.8,2,0.62,2.8,28.6,7,8.1,0.002,0.022,0.14,140,39,9.2,137.0,22,0.03,2.6
Southern,SM12,2015-09-14,1,Surface Water,2.4,0.005,6.1,0.06,0.65,0.39,0.35,26.7,7,1.9,2.5,30.3,1.2,8.0,0.023,0.046,0.21,22,8,5.3,79.0,3.6,0.097,1
Southern,SM12,2015-10-28,1,Surface Water,0.7,0.006,2.2,0.05,0.87,0.77,0.14,27.3,2.1,0.27,2.5,31.6,1.1,8.5,0.007,0.03,0.066,41,28,7.1,107.0,10,0.045,0.8
Southern,SM12,2015-11-13,1,Surface Water,1.4,0.002,8.5,0.1,0.7,0.53,0.26,25.9,10,0.97,2.0,32.4,0.9,7.7,0.024,0.073,0.1,43,14,5.7,84.0,2,0.086,0.3
Southern,SM12,2015-12-10,1,Surface Water,2,<0.001,13.3,0.04,0.33,0.18,0.17,22.0,19,1,2.0,32.8,1.2,7.7,0.017,0.07,0.082,47,28,5.7,80.0,1.3,0.018,1.1
Southern,SM12,2016-01-08,1,Surface Water,1,0.001,3.0,0.04,0.95,0.72,0.32,20.3,2.9,0.94,4.0,31.4,0.8,7.6,0.017,0.028,0.2,57,49,6.7,89.0,5.2,0.09,1
Southern,SM12,2016-02-25,1,Surface Water,1.6,<0.001,8.3,0.07,0.97,0.77,0.27,15.5,10,0.84,2.5,30.9,1.1,7.5,0.016,0.015,0.18,76,60,7.7,93.0,1.6,0.071,0.4
Southern,SM12,2016-03-19,1,Surface Water,2.3,0.003,8.2,0.04,0.51,0.46,0.16,17.1,3.6,0.88,2.0,31.4,4.5,8.1,0.008,<0.002,0.045,96,75,7.9,99.0,6.6,0.11,2.1
Southern,SM12,2016-04-20,1,Surface Water,0.6,0.004,1.7,0.02,0.45,0.19,0.41,20.8,2,2,2.4,29.3,0.3,7.9,0.018,0.028,0.23,11,9,6.7,90.0,0.7,0.15,0.7
Southern,SM12,2016-05-16,1,Surface Water,1.7,<0.001,2.0,0.06,0.43,0.28,0.18,24.6,4.6,0.2,1.8,29.5,3.5,7.8,0.027,0.015,0.13,160,120,6.4,92.0,8.8,0.035,1.5
Southern,SM12,2016-06-17,1,Surface Water,2.1,0.007,7.1,0.33,1.01,0.44,0.62,28.4,4.6,2.1,3.0,21.5,4.9,8.3,0.002,0.066,0.5,160,69,8.9,129.0,23,0.055,2.5
Southern,SM12,2016-07-22,1,Surface Water,2.6,0.006,2.7,0.21,1.01,0.86,0.19,28.6,5,0.92,1.9,26.1,4.8,8.4,0.004,0.019,0.13,1,<1,6.4,96.0,25,0.04,4.5
Southern,SM12,2016-08-17,1,Surface Water,0.6,0.003,3.4,0.04,1.16,0.94,0.27,26.2,2,0.65,3.0,29.6,1.1,8.0,0.009,0.045,0.17,1800,1000,5.1,75.0,4.8,0.053,1.2
Southern,SM12,2016-09-21,1,Surface Water,1.4,0.005,11.5,0.09,0.55,0.34,0.28,28.1,6.4,2,2.5,30.6,0.9,8.1,0.022,0.035,0.17,120,10,5.0,75.0,2,0.071,0.5
Southern,SM12,2016-10-14,1,Surface Water,1.3,0.002,10.0,0.06,1.03,0.96,0.11,27.1,9.9,0.73,2.5,32.4,1.6,8.0,0.012,0.026,0.048,89,40,5.4,82.0,4.4,0.039,0.3
Southern,SM12,2016-11-14,1,Surface Water,1.8,<0.001,9.9,0.02,0.34,0.21,0.13,25.8,9.7,0.81,2.5,31.4,1.5,7.7,0.011,0.067,0.059,<1,<1,6.1,89.0,1.6,0.008,0.6
Southern,SM12,2016-12-14,1,Surface Water,3.6,0.001,5.3,0.03,0.48,0.4,0.1,22.2,16,0.8,2.7,31.0,1.8,8.1,0.009,0.009,0.073,77,36,7.6,105.0,9,0.022,0.8
Southern,SM12,2017-01-14,1,Surface Water,3.9,0.005,4.2,0.04,0.48,0.37,0.26,19.6,23,0.54,2.5,30.3,0.7,8.1,0.018,0.012,0.099,66,38,6.7,87.0,0.7,0.15,0.5
Southern,SM12,2017-02-16,1,Surface Water,1,0.001,5.8,0.04,0.67,0.44,0.29,17.9,5.9,1.7,2.5,31.1,0.6,7.6,0.025,0.025,0.2,150,100,7.1,90.0,1.3,0.065,0.8
Southern,SM12,2017-03-09,1,Surface Water,0.8,0.001,3.3,0.02,0.28,0.18,0.16,18.0,2.3,0.57,3.3,31.8,0.8,7.7,0.014,0.008,0.088,10,6,7.5,96.0,1.6,0.06,0.7
Southern,SM12,2017-04-20,1,Surface Water,2.6,0.001,2.6,0.07,0.81,0.34,0.51,25.0,15,1.1,3.5,25.7,2.7,7.6,0.005,0.034,0.44,3,1,9.0,127.0,10,0.037,1.7
Southern,SM12,2017-05-18,1,Surface Water,2.4,0.004,1.5,<0.02,0.5,0.18,0.37,26.3,10,0.88,3.0,29.5,1.5,8.2,0.002,0.022,0.3,11,6,6.7,98.0,2.7,0.05,0.9
Southern,SM12,2017-06-16,1,Surface Water,1,0.002,3.6,0.16,0.8,0.16,0.69,28.1,5.4,2.7,1.8,24.0,1.1,7.9,0.009,0.064,0.58,450,210,5.8,84.0,1.9,0.041,0.5
Southern,SM12,2017-07-19,1,Surface Water,1.9,0.003,1.9,0.04,0.62,0.11,0.56,27.9,5.6,1.6,3.0,21.0,3.1,8.1,0.01,0.038,0.47,83,24,6.2,89.0,11,0.047,1.9
Southern,SM12,2017-08-16,1,Surface Water,2.6,0.008,2.5,0.22,0.58,0.46,0.16,29.1,6.2,0.29,3.0,26.6,7.6,8.6,0.004,0.017,0.1,310,170,10.1,153.0,40,0.046,3.8
Southern,SM12,2017-09-15,1,Surface Water,2.6,0.002,2.5,0.05,0.53,0.27,0.29,28.9,10,0.14,2.0,26.7,3.7,8.0,0.009,0.049,0.21,12,4,8.6,130.0,17,0.034,1.5
Southern,SM12,2017-10-16,1,Surface Water,2.1,0.001,9.1,0.03,1.02,0.93,0.1,27.8,15,1.3,2.0,32.4,0.5,7.8,0.012,0.043,0.044,57,21,5.9,90.0,0.8,0.017,0.8
Southern,SM12,2017-11-10,1,Surface Water,2.6,0.002,6.3,0.03,0.39,0.29,0.15,25.2,15,0.57,2.5,33.0,1.1,7.9,0.019,0.029,0.066,390,210,5.5,80.0,1.8,0.059,0.3
Southern,SM12,2017-12-16,1,Surface Water,2.2,0.001,11.3,0.03,0.7,0.53,0.24,19.5,18,1.2,1.8,33.0,1.2,7.8,0.025,0.02,0.15,26,20,6.1,80.0,2.1,0.066,0.8
Southern,SM12,2018-01-15,1,Surface Water,2,<0.001,9.8,0.03,0.68,0.52,0.17,17.4,11,1,2.5,32.0,0.5,8.1,0.016,0.012,0.15,37,30,7.5,95.0,2.1,0.007,0.4
Southern,SM12,2018-02-21,1,Surface Water,3.2,0.001,3.9,0.03,0.49,0.38,0.22,17.2,17,0.62,1.9,32.4,1.6,7.6,0.019,0.011,0.1,27,18,7.4,93.0,2.6,0.11,0.7
Southern,SM12,2018-03-21,1,Surface Water,1.4,0.002,5.8,0.03,0.54,0.36,0.31,19.3,8.2,0.6,2.0,31.5,0.6,7.6,0.026,0.003,0.18,3200,2100,6.6,86.0,1.3,0.13,0.7
Southern,SM12,2018-04-19,1,Surface Water,2.3,0.004,2.6,0.02,0.46,0.37,0.16,22.8,9.9,0.53,3.0,32.8,1.1,8.1,0.012,<0.002,0.083,19,12,6.0,85.0,1.9,0.079,0.5
Southern,SM12,2018-05-04,1,Surface Water,1.8,0.002,3.6,<0.02,0.87,0.77,0.12,25.1,6.8,<0.05,2.5,32.3,2.5,8.3,0.004,<0.002,0.093,8,7,7.3,106.0,17,0.027,1.7
Southern,SM12,2018-06-22,1,Surface Water,1.7,0.003,2.7,<0.02,0.8,0.44,0.38,29.3,5.6,0.85,2.5,25.7,5.5,8.3,0.004,0.055,0.3,53,43,6.4,96.0,21,0.026,1.9
Southern,SM12,2018-07-26,1,Surface Water,1,0.003,0.5,<0.02,0.41,0.19,0.24,30.1,2.2,0.16,4.0,26.0,0.9,8.4,0.007,0.02,0.2,<1,<1,6.8,104.0,4.3,0.019,1
Southern,SM12,2018-08-13,1,Surface Water,2.7,0.004,1.8,0.02,0.52,0.36,0.22,29.0,9.1,1.2,3.0,29.7,0.9,8.0,0.01,0.036,0.12,14,3,4.3,66.0,1.3,0.066,0.5
Southern,SM12,2018-09-13,1,Surface Water,2.8,0.004,4.6,0.03,0.4,0.11,0.35,26.9,12,1.4,2.1,30.0,1.1,8.1,0.012,0.039,0.25,8,4,5.9,87.0,3.2,0.06,0.7
Southern,SM12,2018-10-22,1,Surface Water,2.3,<0.001,3.7,<0.02,0.47,0.38,0.11,26.3,12,0.97,2.0,32.5,1.7,8.0,0.013,0.041,0.048,10,5,5.5,82.0,3.9,0.019,0.4
Southern,SM12,2018-11-22,1,Surface Water,1.4,0.002,5.7,0.04,0.53,0.35,0.27,23.8,11,0.92,2.0,32.4,1.1,7.7,0.026,0.082,0.1,12,11,5.5,78.0,1.5,0.091,0.7
Southern,SM12,2018-12-10,1,Surface Water,2.4,0.001,10.0,0.03,0.59,0.45,0.17,21.3,17,0.82,2.0,32.5,1.3,7.9,0.013,0.041,0.096,130,110,5.9,80.0,3.7,0.036,0.4
Southern,SM12,2019-01-11,1,Surface Water,2.4,<0.001,2.4,0.03,0.38,0.24,0.15,18.8,10,1.1,3.0,32.6,0.3,8.0,0.016,0.014,0.13,14,11,7.3,95.0,0.9,<0.005,0.4
Southern,SM12,2019-02-25,1,Surface Water,1.3,<0.001,0.7,<0.02,0.46,0.38,0.1,19.8,2.6,0.1,2.5,31.3,1.5,8.1,<0.002,0.006,0.074,120,99,8.7,114.0,10,0.016,1
Southern,SM12,2019-03-14,1,Surface Water,1,0.005,2.9,0.03,0.67,0.46,0.34,20.7,5.8,0.86,2.2,30.8,0.8,8.0,0.02,0.011,0.2,19,14,6.2,82.0,1.2,0.13,0.5
Southern,SM12,2019-04-25,1,Surface Water,2.2,0.003,0.8,0.04,0.87,0.24,0.7,25.9,7.1,2.2,2.8,25.7,1.2,8.0,0.021,0.034,0.6,<1,<1,5.8,82.0,7.8,0.061,1.2
Southern,SM12,2019-05-17,1,Surface Water,2.1,<0.001,0.9,<0.02,0.51,0.2,0.32,26.7,6.9,0.39,2.5,27.2,3.8,8.0,0.003,0.016,0.29,140,93,7.6,110.0,4.8,0.014,1.9
Southern,SM12,2019-06-17,1,Surface Water,3,<0.001,2.7,0.03,0.5,0.32,0.2,27.9,7,0.48,2.4,27.3,8.8,7.9,0.004,0.023,0.16,110,76,7.2,107.0,29,0.017,2.7
Southern,SM12,2019-07-12,1,Surface Water,1.9,0.001,11.8,0.03,0.98,0.28,0.73,28.8,4.9,3.9,2.5,19.3,2.9,7.8,<0.002,0.041,0.66,14,6,7.0,101.0,27,0.026,2.2
Southern,SM12,2019-08-15,1,Surface Water,3.1,0.005,2.2,<0.02,0.46,0.22,0.29,29.5,12,0.64,2.2,27.1,4.1,8.3,0.005,0.044,0.2,19,7,7.6,115.0,17,0.041,2.2
Southern,SM12,2019-09-05,1,Surface Water,1.4,0.004,4.9,0.06,0.58,0.23,0.42,28.0,8,2.5,2.0,28.1,0.6,8.0,0.019,0.057,0.29,1100,480,5.5,83.0,2.9,0.071,0.7
Southern,SM12,2019-10-14,1,Surface Water,2.7,0.002,5.6,0.03,0.44,0.26,0.22,29.1,13,1.3,2.3,31.1,<0.2,7.9,0.014,0.072,0.11,72,25,5.7,89.0,7.8,0.041,0.4
Southern,SM12,2019-11-07,1,Surface Water,1.2,0.002,4.2,0.05,1.05,0.97,0.13,26.0,4.5,1.1,2.3,32.8,2,7.9,0.005,0.043,0.041,6000,3100,6.2,92.0,3.9,0.047,0.9
Southern,SM12,2019-12-09,1,Surface Water,2.2,0.001,8.3,0.1,0.28,0.22,0.09,19.9,18,0.96,1.7,33.5,1.9,8.1,0.011,0.023,0.04,290,210,5.9,78.0,1.2,0.031,0.3
Southern,SM12,2020-01-09,1,Surface Water,3.1,0.008,6.6,0.09,0.92,0.67,0.45,20.6,17,1.2,1.5,32.0,0.6,8.1,0.032,0.02,0.23,10,9,6.6,88.0,2.5,0.2,0.7
Southern,SM12,2020-04-23,1,Surface Water,2.2,0.001,1.4,0.02,0.47,0.35,0.17,22.6,10,0.29,2.9,31.4,0.7,7.7,0.012,0.006,0.11,1,<1,6.1,85.0,0.5,0.052,0.6
Southern,SM12,2020-05-25,1,Surface Water,1,0.003,2.1,0.04,0.81,0.5,0.42,25.9,3,1.4,2.2,28.2,1.6,7.7,0.022,0.054,0.26,32,11,4.9,71.0,1.9,0.11,0.9
Southern,SM12,2020-06-04,1,Surface Water,3.1,0.005,12.4,0.03,0.57,0.17,0.45,28.4,14,1.1,1.7,23.8,5.2,8.2,0.008,0.086,0.31,19,10,6.0,87.0,16,0.058,1.7
Southern,SM12,2020-07-08,1,Surface Water,3.8,0.007,3.3,0.05,0.49,0.19,0.37,28.1,16,0.58,2.4,24.7,5.5,8.3,0.008,0.033,0.27,2,2,8.4,123.0,23,0.064,2.4
Southern,SM12,2020-09-30,1,Surface Water,1,0.004,4.2,0.07,0.62,0.45,0.24,29.2,3.4,0.98,2.4,30.5,1.3,8.0,0.01,0.031,0.14,48,10,5.9,91.0,5.6,0.073,0.8
Southern,SM12,2020-10-15,1,Surface Water,1.5,0.007,11.9,0.06,0.38,0.32,0.2,27.1,14,0.75,1.8,32.6,1.7,8.0,0.021,0.013,0.046,180,79,5.6,85.0,1.2,0.14,0.4
Southern,SM12,2020-11-06,1,Surface Water,1.4,0.002,3.8,0.05,1.04,0.91,0.18,24.8,3.6,0.66,2.0,33.1,2.3,7.9,0.013,0.037,0.094,1,1,7.3,106.0,6.4,0.048,0.7
Southern,SM12,2021-02-19,1,Surface Water,1.9,0.002,4.1,0.05,0.55,0.47,0.14,19.4,9.6,0.16,2.0,31.4,0.8,8.0,0.006,0.003,0.076,1,<1,5.6,73.0,6.8,0.06,1.2
Southern,SM12,2021-03-01,1,Surface Water,0.9,0.003,5.4,0.06,1.18,1.1,0.21,20.3,3,0.67,2.4,31.8,<0.2,7.8,0.008,0.007,0.069,15,9,5.2,69.0,1.1,0.13,0.7
Southern,SM12,2021-04-07,1,Surface Water,0.8,0.001,3.2,0.04,0.53,0.41,0.24,23.9,2.4,0.52,3.4,32.3,0.4,7.4,0.013,0.005,0.11,35,6,4.1,61.0,6.7,0.12,0.7
Southern,SM12,2021-05-05,1,Surface Water,1.7,0.002,2.5,,,,0.32,26.0,6.8,0.96,4.0,31.3,<0.2,7.5,0.008,0.022,0.18,1,<1,4.3,63.0,2.7,0.12,1
Southern,SM12,2021-06-02,1,Surface Water,1.3,0.002,4.3,,,,0.4,27.7,4,0.75,2.2,26.6,3.3,7.6,0.006,0.062,0.27,18,3,5.5,80.0,19,0.068,1.3
Southern,SM12,2021-07-14,1,Surface Water,1.2,0.001,3.4,,,,0.25,29.8,3.4,0.16,2.4,26.7,2,7.7,0.002,0.029,0.18,5,2,4.8,73.0,16,0.042,2.5
Southern,SM12,2021-08-06,1,Surface Water,0.8,<0.001,4.8,,,,0.19,27.8,2.5,1.5,1.6,30.5,2.2,7.3,0.004,0.028,0.1,28,15,4.7,70.0,10,0.063,1.2
Southern,SM12,2021-09-13,1,Surface Water,1.4,0.004,12.2,,,,0.31,29.2,3.4,1.4,2.1,31.1,5,8.1,0.008,0.021,0.23,23,12,5.3,84.0,11,0.056,1.2
Southern,SM12,2021-10-06,1,Surface Water,1.4,0.007,12.5,,,,0.31,29.4,11,1.1,1.4,30.7,2.2,7.9,0.018,0.029,0.14,44,23,5.3,82.0,4.8,0.14,0.4
Southern,SM12,2021-11-04,1,Surface Water,1.3,0.001,8.3,0.1,1.41,1.3,0.16,26.5,4.4,0.24,1.5,33.0,2.2,7.7,0.009,0.051,0.059,5,3,5.8,86.0,16,0.048,1.2
Southern,SM12,2021-12-01,1,Surface Water,1.6,0.002,12.7,0.04,0.7,0.59,0.25,21.9,11,0.44,1.3,33.2,1.7,7.6,0.017,0.025,0.089,9,6,6.5,90.0,4.6,0.14,1
Southern,SM12,2022-01-21,1,Surface Water,1.8,0.002,15.7,0.04,0.54,0.4,0.28,19.2,9.8,0.82,1.5,33.5,1.2,7.6,0.022,0.029,0.11,2,1,5.6,74.0,1.8,0.14,<0.1
Southern,SM12,2022-02-21,1,Surface Water,1.7,<0.001,19.6,0.04,0.31,0.26,0.16,15.4,10,0.64,1.8,32.6,0.8,7.4,0.006,0.01,0.04,66,44,7.3,89.0,2.2,0.11,0.7
Southern,SM12,2022-04-04,1,Surface Water,0.9,0.002,18.2,0.03,0.6,0.49,0.25,20.3,5.1,0.86,2.0,31.5,0.6,7.7,<0.002,0.008,0.097,24,17,5.8,77.0,1.1,0.14,0.4
Southern,SM12,2022-05-23,1,Surface Water,1.8,0.004,6.2,0.02,0.57,0.22,0.4,25.4,6.5,0.55,2.7,28.4,0.8,8.3,<0.002,0.012,0.34,21,11,6.5,92.0,3.9,0.047,0.7
Southern,SM12,2022-06-15,1,Surface Water,1,0.001,6.6,0.04,0.68,0.12,0.58,26.4,3,2.7,1.6,24.2,1.9,7.9,<0.002,0.097,0.46,110,54,5.3,76.0,4.7,0.027,0.4
Southern,SM12,2022-07-07,1,Surface Water,0.7,0.003,18.3,0.03,1.33,0.2,1.18,28.2,2,6.1,1.5,15.7,0.7,7.9,<0.002,0.028,1.1,240,90,5.9,82.0,1.3,0.053,2.4
Southern,SM12,2022-08-27,1,Surface Water,1.7,<0.001,71.6,0.04,0.31,0.09,0.28,29.3,7,1,1.6,28.0,1.5,7.4,0.008,0.023,0.2,25,3,5.0,76.0,2.2,0.055,1.1
Southern,SM12,2022-09-15,1,Surface Water,0.9,<0.001,53.4,0.09,0.68,0.54,0.19,29.0,7.9,1,1.9,31.1,4,7.4,<0.002,0.018,0.12,36,12,5.1,79.0,14,0.054,1
Southern,SM12,2022-10-06,1,Surface Water,1,0.002,4.1,0.07,0.43,0.21,0.26,29.0,5.4,1.1,1.6,31.6,2.2,7.9,0.012,0.067,0.15,7,4,6.4,99.0,9.4,0.044,0.4
Southern,SM12,2022-11-21,1,Surface Water,1.5,<0.001,74.7,0.11,0.81,0.66,0.18,24.7,9.7,0.21,1.4,32.6,8,7.3,<0.002,0.026,0.12,7,<1,8.4,122.0,17,0.035,1.6
Southern,SM12,2022-12-12,1,Surface Water,1.9,<0.001,10.6,0.06,0.95,0.86,0.19,20.7,12,0.89,1.8,33.1,0.8,7.5,0.01,0.01,0.08,4,4,5.7,77.0,1.2,0.1,0.3
Southern,SM13,2015-01-08,1,Surface Water,0.5,<0.001,5.2,<0.02,0.3,0.25,0.08,18.0,1.2,0.39,4.1,32.0,<0.2,8.0,0.005,0.005,0.042,2,1,7.8,100.0,1.7,0.029,0.7
Southern,SM13,2015-02-11,1,Surface Water,1,0.001,2.8,<0.02,0.47,0.37,0.17,16.9,2.5,0.24,3.5,31.7,<0.2,7.9,0.009,0.008,0.095,1,<1,7.6,95.0,2.6,0.066,1.1
Southern,SM13,2015-03-12,1,Surface Water,0.9,0.002,3.8,0.02,0.44,0.35,0.19,18.5,3.8,0.56,2.5,32.6,1.4,7.8,0.012,0.009,0.085,3,3,7.2,93.0,1.9,0.092,2.3
Southern,SM13,2015-04-22,1,Surface Water,0.6,0.001,1.4,<0.02,0.23,0.08,0.2,23.7,0.8,0.46,4.0,31.6,<0.2,7.9,0.003,0.014,0.14,1,1,6.2,87.0,2.6,0.043,0.8
Southern,SM13,2015-05-15,1,Surface Water,1.2,0.006,3.5,0.02,1.43,0.73,0.77,27.5,2.9,0.99,2.1,23.4,4.1,8.3,0.006,0.08,0.62,1,1,8.8,126.0,16,0.066,2.4
Southern,SM13,2015-06-22,1,Surface Water,1.5,0.002,2.7,<0.02,0.82,0.25,0.59,29.3,3,2.5,2.0,18.4,<0.2,8.4,0.009,0.022,0.55,200,1,8.8,127.0,9.2,0.015,2.2
Southern,SM13,2015-07-02,1,Surface Water,1.2,0.003,3.2,0.04,0.72,0.3,0.45,29.3,1.7,1.9,1.7,23.2,5,8.3,0.006,0.035,0.38,6,<1,9.0,134.0,14,0.03,2.4
Southern,SM13,2015-08-10,1,Surface Water,2.5,0.002,4.1,0.06,0.58,0.42,0.19,27.4,3,0.84,2.8,29.0,6.6,7.9,0.002,0.025,0.13,9,1,7.3,108.0,23,0.035,2.3
Southern,SM13,2015-09-14,1,Surface Water,2.2,0.004,5.9,0.06,0.72,0.51,0.28,27.0,5.8,1.8,2.5,30.5,2.7,8.0,0.014,0.038,0.17,35,13,5.5,83.0,4.4,0.072,1.2
Southern,SM13,2015-10-28,1,Surface Water,0.8,0.007,3.6,0.05,0.56,0.49,0.13,27.4,2.4,0.42,2.0,31.9,0.7,8.4,0.009,0.023,0.044,120,47,6.6,99.0,6.6,0.058,1.2
Southern,SM13,2015-11-13,1,Surface Water,0.6,0.002,7.3,0.13,0.54,0.4,0.2,25.9,7.4,1,2.5,32.6,0.7,7.7,0.02,0.063,0.076,31,16,5.7,84.0,1.6,0.064,0.4
